age_group,gender,height,weight,bmi,exercise_days,exercise_time,days_per_week,minutes_per_day,total_minutes_per_week,target_weight,weight_loss
50-59,male,178.4,77.1,24.2,4日/週,30分未満,4,15,60,76.1,1.0
60-69,female,167.6,78.7,28.0,運動なし,0分,0,0,0,79.4,-0.6
50-59,male,166.6,87.4,31.5,5日/週,30分未満,5,15,75,86.1,1.3
70,female,168.4,50.2,17.7,6日/週,30分未満,6,15,90,48.5,1.7
40-49,female,169.0,85.4,29.9,6日/週,60〜120分,6,90,540,75.2,10.2
50-59,female,159.0,51.2,20.2,6日/週,60〜120分,6,90,540,45.0,6.2
30-39,female,160.0,60.7,23.7,4日/週,120〜180分,4,150,600,49.3,11.5
40-49,female,174.4,55.3,18.2,4日/週,30分未満,4,15,60,54.9,0.4
70,male,179.6,82.0,25.4,2日/週,30〜60分,2,45,90,80.5,1.5
60-69,male,165.9,59.2,21.5,2日/週,120〜180分,2,150,300,52.8,6.4
60-69,female,172.8,78.5,26.3,2日/週,30分未満,2,15,30,77.1,1.4
20-29,female,165.0,60.2,22.1,1日/週,120〜180分,1,150,150,56.2,4.0
50-59,male,163.6,73.6,27.5,運動なし,0分,0,0,0,74.3,-0.7
20-29,male,168.5,71.1,25.0,1日/週,120〜180分,1,150,150,67.2,3.9
30-39,female,161.6,64.7,24.8,6日/週,60〜120分,6,90,540,53.7,11.0
40-49,female,161.0,48.2,18.6,1日/週,120〜180分,1,150,150,45.0,3.2
60-69,female,172.8,66.2,22.2,3日/週,180分以上,3,210,630,53.2,13.0
60-69,female,166.5,59.4,21.4,3日/週,120〜180分,3,150,450,50.6,8.7
20-29,male,175.1,76.2,24.9,3日/週,30分未満,3,15,45,74.8,1.4
40-49,female,174.6,58.6,19.2,5日/週,180分以上,5,210,1050,45.0,13.6
30-39,male,174.1,65.9,21.7,6日/週,60〜120分,6,90,540,54.9,11.0
70,male,175.5,64.7,21.0,2日/週,60〜120分,2,90,180,61.5,3.2
20-29,female,161.3,46.4,17.9,運動なし,0分,0,0,0,45.7,0.8
20-29,male,173.3,87.6,29.2,5日/週,120〜180分,5,150,750,73.0,14.6
70,male,167.6,68.7,24.4,6日/週,180分以上,6,210,1260,45.0,23.7
70,female,160.0,80.1,31.3,7日/週,30分未満,7,15,105,77.9,2.2
50-59,male,168.8,68.1,23.9,1日/週,180分以上,1,210,210,63.6,4.5
70,male,172.0,61.9,20.9,7日/週,180分以上,7,210,1470,45.0,16.9
30-39,male,161.8,57.9,22.1,2日/週,180分以上,2,210,420,49.9,8.0
30-39,male,178.6,69.8,21.9,2日/週,30分未満,2,15,30,69.7,0.1
20-29,female,163.9,51.3,19.1,5日/週,30分未満,5,15,75,50.5,0.8
20-29,male,164.7,72.2,26.6,3日/週,180分以上,3,210,630,59.6,12.6
40-49,male,177.7,67.4,21.3,6日/週,180分以上,6,210,1260,45.0,22.4
20-29,male,169.5,62.3,21.7,7日/週,60〜120分,7,90,630,50.3,12.0
70,female,165.5,54.1,19.8,2日/週,180分以上,2,210,420,46.0,8.2
30-39,female,170.2,64.7,22.3,3日/週,30〜60分,3,45,135,61.6,3.1
70,male,166.6,93.9,33.8,5日/週,60〜120分,5,90,450,86.2,7.7
70,male,175.8,72.4,23.4,5日/週,30〜60分,5,45,225,68.0,4.4
30-39,male,162.1,66.0,25.1,1日/週,180分以上,1,210,210,62.4,3.6
40-49,male,172.5,94.0,31.6,1日/週,30〜60分,1,45,45,92.4,1.6
50-59,female,159.7,69.0,27.0,6日/週,30〜60分,6,45,270,63.7,5.3
20-29,male,171.8,67.2,22.8,運動なし,0分,0,0,0,67.4,-0.2
40-49,female,167.9,49.1,17.4,運動なし,0分,0,0,0,48.5,0.7
40-49,female,168.2,57.7,20.4,運動なし,0分,0,0,0,57.2,0.5
30-39,female,174.5,56.9,18.7,5日/週,60〜120分,5,90,450,48.8,8.1
50-59,male,165.1,76.7,28.1,1日/週,60〜120分,1,90,90,74.9,1.8
60-69,female,163.5,63.1,23.6,6日/週,120〜180分,6,150,900,46.1,17.0
40-49,female,177.9,56.9,18.0,運動なし,0分,0,0,0,57.0,-0.1
60-69,female,170.4,56.9,19.6,1日/週,180分以上,1,210,210,52.2,4.7
50-59,female,168.4,56.4,19.9,3日/週,120〜180分,3,150,450,46.6,9.8
50-59,female,164.7,72.8,26.8,運動なし,0分,0,0,0,71.9,0.9
50-59,female,161.0,53.7,20.7,4日/週,180分以上,4,210,840,45.0,8.7
20-29,female,162.9,75.4,28.4,6日/週,180分以上,6,210,1260,50.3,25.1
50-59,male,168.9,64.6,22.6,6日/週,120〜180分,6,150,900,47.2,17.4
30-39,male,171.3,87.3,29.7,3日/週,30〜60分,3,45,135,84.2,3.0
30-39,female,164.0,66.4,24.7,3日/週,30分未満,3,15,45,64.7,1.6
20-29,male,168.7,78.5,27.6,2日/週,60〜120分,2,90,180,75.0,3.5
50-59,female,155.0,70.3,29.2,3日/週,30〜60分,3,45,135,68.1,2.1
40-49,female,165.7,43.1,15.7,運動なし,0分,0,0,0,45.0,-1.9
50-59,male,182.0,66.0,19.9,1日/週,180分以上,1,210,210,62.3,3.7
70,male,174.1,65.5,21.6,4日/週,60〜120分,4,90,360,59.4,6.1
40-49,male,167.7,91.0,32.3,2日/週,180分以上,2,210,420,83.2,7.8
30-39,male,174.8,69.2,22.6,3日/週,30分未満,3,15,45,68.3,0.9
70,male,179.2,63.5,19.8,6日/週,30分未満,6,15,90,62.6,0.9
60-69,male,165.2,69.5,25.5,6日/週,30〜60分,6,45,270,64.4,5.1
50-59,male,171.4,54.6,18.6,運動なし,0分,0,0,0,54.6,0.0
30-39,female,156.8,51.9,21.1,2日/週,30分未満,2,15,30,51.0,0.9
40-49,female,162.6,62.0,23.5,3日/週,30分未満,3,15,45,60.4,1.7
20-29,male,169.7,80.6,28.0,5日/週,120〜180分,5,150,750,66.1,14.5
20-29,male,184.2,73.3,21.6,1日/週,180分以上,1,210,210,68.9,4.4
30-39,female,161.7,59.1,22.6,5日/週,60〜120分,5,90,450,50.0,9.1
50-59,male,179.1,64.6,20.1,4日/週,180分以上,4,210,840,48.3,16.2
40-49,female,158.8,67.7,26.8,1日/週,180分以上,1,210,210,63.2,4.5
20-29,female,162.7,75.7,28.6,1日/週,60〜120分,1,90,90,72.8,2.9
40-49,male,166.2,60.5,21.9,1日/週,30分未満,1,15,15,60.5,0.0
30-39,female,164.6,54.0,19.9,運動なし,0分,0,0,0,53.3,0.8
20-29,male,173.6,54.8,18.2,4日/週,120〜180分,4,150,600,45.0,9.8
20-29,female,164.5,58.1,21.5,6日/週,30〜60分,6,45,270,52.9,5.3
30-39,male,171.1,65.8,22.5,3日/週,30分未満,3,15,45,64.4,1.4
40-49,female,157.8,70.5,28.3,4日/週,30〜60分,4,45,180,67.5,3.0
70,female,167.6,59.1,21.0,5日/週,30分未満,5,15,75,57.8,1.3
60-69,male,170.6,69.3,23.8,2日/週,180分以上,2,210,420,61.0,8.3
70,female,159.0,58.9,23.3,7日/週,180分以上,7,210,1470,45.0,13.9
70,male,178.5,59.0,18.5,2日/週,120〜180分,2,150,300,53.5,5.5
50-59,male,163.5,72.5,27.1,7日/週,60〜120分,7,90,630,60.2,12.3
50-59,male,164.1,65.1,24.2,3日/週,30分未満,3,15,45,63.6,1.5
30-39,male,172.4,65.1,21.9,5日/週,120〜180分,5,150,750,51.1,14.0
20-29,female,162.9,50.8,19.2,運動なし,0分,0,0,0,50.7,0.2
50-59,male,172.5,62.4,21.0,2日/週,30〜60分,2,45,90,61.4,0.9
50-59,male,174.7,72.3,23.7,3日/週,30分未満,3,15,45,71.2,1.1
60-69,male,176.9,64.0,20.5,7日/週,180分以上,7,210,1470,45.0,19.0
40-49,male,179.3,84.4,26.3,5日/週,30分未満,5,15,75,82.7,1.8
50-59,male,170.6,67.5,23.2,3日/週,180分以上,3,210,630,54.8,12.7
20-29,female,160.3,61.5,23.9,1日/週,30分未満,1,15,15,61.1,0.4
20-29,male,169.6,78.2,27.2,4日/週,60〜120分,4,90,360,70.9,7.3
70,male,169.6,82.0,28.5,運動なし,0分,0,0,0,82.4,-0.4
60-69,male,168.2,69.0,24.4,6日/週,180分以上,6,210,1260,45.0,24.0
40-49,male,168.9,87.6,30.7,2日/週,30分未満,2,15,30,86.8,0.9
70,female,163.4,53.9,20.2,2日/週,30分未満,2,15,30,53.6,0.3
30-39,male,168.8,67.1,23.5,3日/週,30〜60分,3,45,135,64.7,2.3
20-29,male,177.8,74.8,23.7,2日/週,30〜60分,2,45,90,73.1,1.8
30-39,male,169.1,81.8,28.6,5日/週,60〜120分,5,90,450,73.1,8.7
30-39,female,162.8,50.8,19.2,1日/週,120〜180分,1,150,150,47.0,3.8
20-29,male,166.3,61.2,22.2,3日/週,60〜120分,3,90,270,55.9,5.4
30-39,male,170.0,72.5,25.1,3日/週,180分以上,3,210,630,59.5,13.0
20-29,male,173.0,78.1,26.1,3日/週,30〜60分,3,45,135,75.4,2.6
60-69,female,160.6,32.7,12.7,7日/週,60〜120分,7,90,630,45.0,-12.3
60-69,female,172.3,60.9,20.5,1日/週,180分以上,1,210,210,57.0,3.9
70,male,172.2,76.0,25.6,7日/週,30分未満,7,15,105,74.9,1.1
30-39,female,165.2,60.6,22.2,3日/週,60〜120分,3,90,270,54.5,6.1
20-29,male,167.8,73.6,26.1,1日/週,30分未満,1,15,15,73.2,0.4
60-69,female,164.6,50.3,18.6,3日/週,120〜180分,3,150,450,45.0,5.3
50-59,male,179.0,68.7,21.5,1日/週,120〜180分,1,150,150,65.8,2.9
30-39,female,165.3,66.5,24.4,4日/週,30〜60分,4,45,180,62.8,3.7
20-29,male,170.6,71.8,24.7,1日/週,60〜120分,1,90,90,68.9,2.9
60-69,male,173.4,57.0,18.9,運動なし,0分,0,0,0,56.4,0.6
60-69,female,165.7,59.8,21.8,4日/週,120〜180分,4,150,600,47.6,12.3
20-29,male,172.4,63.3,21.3,運動なし,0分,0,0,0,62.5,0.8
20-29,female,157.3,65.1,26.3,4日/週,30分未満,4,15,60,62.9,2.2
30-39,male,180.9,64.6,19.7,7日/週,180分以上,7,210,1470,45.0,19.6
60-69,male,175.9,69.8,22.6,2日/週,180分以上,2,210,420,61.5,8.3
60-69,male,172.4,71.0,23.9,6日/週,60〜120分,6,90,540,60.9,10.1
50-59,female,165.2,63.2,23.1,運動なし,0分,0,0,0,63.6,-0.4
20-29,male,169.1,71.2,24.9,6日/週,30〜60分,6,45,270,66.0,5.2
40-49,male,163.5,61.9,23.1,4日/週,180分以上,4,210,840,46.2,15.7
20-29,male,169.3,89.5,31.2,3日/週,180分以上,3,210,630,76.9,12.5
70,male,170.0,55.4,19.2,3日/週,120〜180分,3,150,450,46.3,9.1
20-29,female,165.6,58.5,21.3,運動なし,0分,0,0,0,58.7,-0.2
20-29,male,175.3,64.7,21.1,運動なし,0分,0,0,0,63.9,0.9
30-39,female,163.5,64.3,24.1,7日/週,120〜180分,7,150,1050,45.0,19.3
50-59,male,170.0,47.3,16.4,4日/週,60〜120分,4,90,360,45.0,2.3
70,male,172.3,74.6,25.1,運動なし,0分,0,0,0,75.2,-0.6
60-69,female,159.8,66.2,25.9,6日/週,180分以上,6,210,1260,45.0,21.2
70,male,176.1,48.1,15.5,7日/週,180分以上,7,210,1470,45.0,3.1
50-59,male,174.0,60.2,19.9,5日/週,180分以上,5,210,1050,45.0,15.2
60-69,female,171.6,42.7,14.5,7日/週,30〜60分,7,45,315,45.0,-2.3
50-59,female,161.4,66.0,25.3,5日/週,120〜180分,5,150,750,50.7,15.3
30-39,male,170.7,67.2,23.1,運動なし,0分,0,0,0,67.3,-0.1
20-29,female,170.8,45.4,15.6,1日/週,180分以上,1,210,210,45.0,0.4
40-49,female,166.3,57.4,20.7,運動なし,0分,0,0,0,57.4,-0.0
70,female,172.7,54.2,18.2,3日/週,120〜180分,3,150,450,45.3,8.9
30-39,male,165.5,73.2,26.7,3日/週,60〜120分,3,90,270,67.0,6.2
50-59,male,167.1,78.0,27.9,1日/週,30分未満,1,15,15,77.6,0.5
30-39,male,168.7,76.5,26.9,運動なし,0分,0,0,0,76.5,-0.0
20-29,female,165.4,52.8,19.3,7日/週,60〜120分,7,90,630,45.0,7.8
30-39,female,167.5,71.1,25.3,1日/週,30分未満,1,15,15,70.2,0.8
40-49,female,172.0,48.4,16.4,7日/週,60〜120分,7,90,630,45.0,3.4
60-69,male,172.7,65.9,22.1,5日/週,60〜120分,5,90,450,57.4,8.5
60-69,female,170.5,51.2,17.6,2日/週,180分以上,2,210,420,45.0,6.2
40-49,male,185.0,61.8,18.1,運動なし,0分,0,0,0,62.0,-0.1
60-69,female,160.9,40.6,15.7,2日/週,180分以上,2,210,420,45.0,-4.4
60-69,male,172.6,71.4,23.9,1日/週,30分未満,1,15,15,71.3,0.1
50-59,female,170.2,60.2,20.8,3日/週,120〜180分,3,150,450,50.3,9.9
40-49,female,173.0,69.7,23.3,6日/週,180分以上,6,210,1260,45.0,24.7
50-59,male,184.4,65.4,19.2,5日/週,120〜180分,5,150,750,51.4,14.0
30-39,male,181.4,69.9,21.2,運動なし,0分,0,0,0,69.6,0.2
40-49,female,156.9,60.4,24.5,5日/週,30〜60分,5,45,225,56.8,3.6
40-49,female,160.3,59.4,23.1,4日/週,120〜180分,4,150,600,47.3,12.1
20-29,female,170.5,58.2,20.0,2日/週,120〜180分,2,150,300,51.8,6.5
70,male,171.3,75.7,25.8,運動なし,0分,0,0,0,76.0,-0.3
30-39,male,169.9,58.7,20.3,5日/週,120〜180分,5,150,750,45.0,13.7
50-59,female,173.0,55.5,18.6,4日/週,180分以上,4,210,840,45.0,10.5
50-59,female,161.1,73.8,28.4,運動なし,0分,0,0,0,73.4,0.4
50-59,male,173.3,72.7,24.2,7日/週,30〜60分,7,45,315,66.9,5.8
70,female,171.8,64.6,21.9,4日/週,60〜120分,4,90,360,57.9,6.6
40-49,male,168.7,70.3,24.7,運動なし,0分,0,0,0,69.2,1.1
70,male,182.9,67.6,20.2,2日/週,30〜60分,2,45,90,65.1,2.5
50-59,female,160.3,58.2,22.7,7日/週,60〜120分,7,90,630,45.5,12.7
40-49,male,171.8,79.0,26.7,7日/週,30〜60分,7,45,315,72.6,6.3
40-49,female,160.7,54.7,21.2,1日/週,30分未満,1,15,15,54.6,0.2
20-29,male,173.6,73.5,24.4,5日/週,180分以上,5,210,1050,52.9,20.7
40-49,male,174.2,71.4,23.5,6日/週,30分未満,6,15,90,70.4,1.0
50-59,female,168.9,41.1,14.4,運動なし,0分,0,0,0,45.0,-3.9
20-29,female,171.1,69.5,23.7,2日/週,120〜180分,2,150,300,63.9,5.5
30-39,male,169.3,59.3,20.7,7日/週,120〜180分,7,150,1050,45.0,14.3
40-49,female,163.5,62.6,23.4,2日/週,120〜180分,2,150,300,56.1,6.5
50-59,male,174.3,57.1,18.8,7日/週,180分以上,7,210,1470,45.0,12.1
20-29,female,165.3,76.1,27.8,運動なし,0分,0,0,0,76.9,-0.8
70,female,155.8,54.2,22.3,1日/週,30分未満,1,15,15,54.1,0.0
20-29,male,166.6,67.3,24.3,1日/週,30〜60分,1,45,45,66.0,1.3
60-69,female,176.6,72.1,23.1,2日/週,60〜120分,2,90,180,67.1,5.0
60-69,female,162.9,54.6,20.6,3日/週,30〜60分,3,45,135,52.3,2.4
70,male,159.8,64.6,25.3,5日/週,30分未満,5,15,75,64.2,0.4
30-39,female,168.3,58.4,20.6,5日/週,60〜120分,5,90,450,48.9,9.5
30-39,female,162.6,61.8,23.4,5日/週,180分以上,5,210,1050,45.0,16.8
40-49,female,160.9,57.0,22.0,5日/週,30分未満,5,15,75,55.9,1.1
20-29,female,162.2,61.3,23.3,1日/週,180分以上,1,210,210,56.9,4.4
30-39,male,176.1,78.2,25.2,5日/週,180分以上,5,210,1050,57.5,20.8
50-59,male,170.8,79.1,27.1,7日/週,30〜60分,7,45,315,72.6,6.5
70,female,172.0,76.3,25.8,2日/週,180分以上,2,210,420,67.8,8.4
20-29,female,165.7,52.4,19.1,4日/週,30分未満,4,15,60,50.2,2.2
50-59,female,170.6,74.0,25.4,運動なし,0分,0,0,0,73.6,0.4
50-59,male,171.1,91.4,31.2,運動なし,0分,0,0,0,90.6,0.8
20-29,male,177.6,61.3,19.4,3日/週,60〜120分,3,90,270,55.8,5.5
60-69,female,165.8,66.5,24.2,1日/週,30分未満,1,15,15,65.2,1.3
20-29,male,166.5,76.6,27.6,1日/週,120〜180分,1,150,150,74.0,2.7
50-59,female,161.6,39.1,15.0,6日/週,60〜120分,6,90,540,45.0,-5.9
30-39,female,170.2,60.1,20.8,6日/週,30分未満,6,15,90,58.2,1.9
60-69,male,172.7,75.8,25.4,7日/週,30〜60分,7,45,315,70.8,5.0
70,male,171.4,64.2,21.9,3日/週,30〜60分,3,45,135,62.3,1.9
30-39,female,168.6,53.4,18.8,2日/週,30〜60分,2,45,90,50.8,2.6
30-39,male,172.0,80.0,27.0,7日/週,120〜180分,7,150,1050,58.3,21.7
20-29,female,168.1,63.4,22.4,6日/週,30分未満,6,15,90,61.5,1.9
30-39,female,170.6,77.6,26.7,7日/週,120〜180分,7,150,1050,56.0,21.7
30-39,male,172.7,88.9,29.8,7日/週,180分以上,7,210,1470,59.4,29.4
40-49,female,171.3,45.6,15.5,5日/週,30〜60分,5,45,225,45.0,0.6
40-49,male,180.0,76.8,23.7,6日/週,60〜120分,6,90,540,66.2,10.5
20-29,male,167.1,77.6,27.8,6日/週,120〜180分,6,150,900,60.0,17.6
50-59,male,169.7,80.5,28.0,5日/週,30分未満,5,15,75,80.1,0.4
70,female,161.7,66.3,25.3,運動なし,0分,0,0,0,66.4,-0.1
60-69,male,177.4,66.3,21.1,5日/週,180分以上,5,210,1050,46.1,20.2
70,male,165.9,92.4,33.6,7日/週,180分以上,7,210,1470,63.3,29.1
70,male,176.7,71.7,23.0,4日/週,60〜120分,4,90,360,64.8,6.9
60-69,female,164.8,79.9,29.4,2日/週,60〜120分,2,90,180,76.4,3.5
40-49,male,161.3,89.9,34.6,1日/週,30分未満,1,15,15,89.6,0.3
40-49,female,166.8,59.9,21.6,2日/週,180分以上,2,210,420,51.3,8.6
70,male,171.7,63.2,21.4,5日/週,60〜120分,5,90,450,53.8,9.4
60-69,female,158.6,80.9,32.2,5日/週,30分未満,5,15,75,79.3,1.6
50-59,male,172.3,59.2,20.0,5日/週,120〜180分,5,150,750,45.0,14.2
60-69,female,166.9,51.1,18.4,6日/週,120〜180分,6,150,900,45.0,6.1
30-39,male,169.5,63.7,22.2,運動なし,0分,0,0,0,63.5,0.3
30-39,male,168.2,88.4,31.2,3日/週,30分未満,3,15,45,87.5,1.0
20-29,male,167.8,72.2,25.7,5日/週,30〜60分,5,45,225,67.5,4.7
40-49,female,161.7,63.1,24.1,7日/週,180分以上,7,210,1470,45.0,18.1
50-59,male,175.4,81.0,26.3,6日/週,60〜120分,6,90,540,70.1,10.9
30-39,female,168.1,47.0,16.6,3日/週,60〜120分,3,90,270,45.0,2.0
70,female,159.5,54.7,21.5,6日/週,30〜60分,6,45,270,48.6,6.1
40-49,male,170.2,85.4,29.5,7日/週,60〜120分,7,90,630,73.3,12.1
20-29,male,162.1,64.8,24.7,運動なし,0分,0,0,0,64.1,0.8
40-49,male,175.5,78.2,25.4,5日/週,30〜60分,5,45,225,74.3,3.9
20-29,female,164.8,55.4,20.4,7日/週,30分未満,7,15,105,52.7,2.7
60-69,female,160.1,52.2,20.4,3日/週,60〜120分,3,90,270,46.8,5.3
40-49,male,160.1,64.6,25.2,4日/週,30分未満,4,15,60,63.8,0.9
30-39,male,178.5,65.1,20.4,4日/週,120〜180分,4,150,600,53.3,11.8
20-29,female,168.4,65.5,23.1,6日/週,180分以上,6,210,1260,45.0,20.5
70,male,175.2,71.7,23.4,3日/週,120〜180分,3,150,450,63.0,8.7
50-59,female,160.5,61.3,23.8,5日/週,120〜180分,5,150,750,46.6,14.7
60-69,female,167.7,54.6,19.4,1日/週,60〜120分,1,90,90,52.2,2.4
70,female,167.6,52.2,18.6,1日/週,120〜180分,1,150,150,48.5,3.7
70,male,175.7,77.1,25.0,2日/週,120〜180分,2,150,300,71.6,5.5
50-59,male,173.5,62.4,20.7,2日/週,30分未満,2,15,30,61.9,0.5
50-59,female,168.7,60.1,21.1,運動なし,0分,0,0,0,60.0,0.1
20-29,female,160.4,60.8,23.6,5日/週,120〜180分,5,150,750,46.3,14.5
40-49,male,167.3,77.4,27.7,7日/週,30〜60分,7,45,315,72.5,5.0
40-49,male,170.0,65.8,22.8,7日/週,120〜180分,7,150,1050,45.0,20.8
60-69,female,166.2,66.8,24.2,1日/週,30分未満,1,15,15,67.3,-0.5
50-59,female,169.1,60.5,21.2,3日/週,30分未満,3,15,45,59.3,1.2
30-39,male,165.2,64.2,23.5,6日/週,30〜60分,6,45,270,59.2,5.0
30-39,male,177.2,66.8,21.3,運動なし,0分,0,0,0,66.5,0.3
30-39,female,161.6,59.4,22.7,2日/週,60〜120分,2,90,180,56.0,3.4
30-39,male,164.7,59.5,21.9,2日/週,30分未満,2,15,30,59.5,0.0
70,female,166.9,70.9,25.4,6日/週,120〜180分,6,150,900,53.2,17.7
30-39,female,151.6,60.3,26.3,5日/週,30〜60分,5,45,225,55.9,4.5
20-29,male,165.8,76.6,27.8,3日/週,120〜180分,3,150,450,66.7,9.9
60-69,female,171.4,58.8,20.0,6日/週,60〜120分,6,90,540,48.3,10.5
70,male,169.1,52.2,18.3,5日/週,30〜60分,5,45,225,48.1,4.0
50-59,female,171.0,72.2,24.7,3日/週,120〜180分,3,150,450,63.2,8.9
60-69,female,166.9,62.0,22.3,1日/週,120〜180分,1,150,150,59.3,2.7
20-29,female,171.2,93.5,31.9,6日/週,120〜180分,6,150,900,75.1,18.4
70,male,164.5,70.1,25.9,7日/週,30分未満,7,15,105,68.1,2.1
70,female,169.1,64.6,22.6,7日/週,60〜120分,7,90,630,52.6,12.0
30-39,female,154.3,38.9,16.3,運動なし,0分,0,0,0,45.0,-6.1
40-49,female,167.2,42.2,15.1,3日/週,30〜60分,3,45,135,45.0,-2.8
40-49,male,170.7,60.5,20.8,5日/週,30分未満,5,15,75,59.4,1.1
50-59,male,165.7,74.9,27.3,3日/週,60〜120分,3,90,270,69.4,5.5
20-29,male,177.1,84.6,27.0,3日/週,60〜120分,3,90,270,78.7,5.9
40-49,female,163.2,53.7,20.2,6日/週,120〜180分,6,150,900,45.0,8.7
30-39,female,173.8,50.1,16.6,2日/週,180分以上,2,210,420,45.0,5.1
70,male,174.2,61.7,20.3,5日/週,30分未満,5,15,75,60.7,1.0
20-29,male,172.7,72.3,24.3,4日/週,180分以上,4,210,840,56.0,16.3
40-49,male,172.4,57.1,19.2,2日/週,180分以上,2,210,420,47.8,9.3
60-69,female,168.6,75.8,26.7,1日/週,60〜120分,1,90,90,74.2,1.6
40-49,male,176.7,79.7,25.5,3日/週,30分未満,3,15,45,77.9,1.8
60-69,male,166.2,53.8,19.5,4日/週,30〜60分,4,45,180,50.4,3.4
30-39,female,158.7,57.2,22.7,3日/週,180分以上,3,210,630,45.0,12.2
70,female,159.7,75.9,29.8,5日/週,30〜60分,5,45,225,71.6,4.3
50-59,male,164.8,71.1,26.2,運動なし,0分,0,0,0,71.4,-0.4
40-49,male,174.4,68.3,22.4,運動なし,0分,0,0,0,67.8,0.5
20-29,female,159.7,49.7,19.5,運動なし,0分,0,0,0,49.4,0.3
50-59,male,177.7,64.1,20.3,3日/週,30〜60分,3,45,135,61.5,2.7
40-49,male,176.2,69.7,22.5,運動なし,0分,0,0,0,70.1,-0.4
60-69,female,160.6,59.4,23.0,4日/週,30〜60分,4,45,180,55.7,3.8
60-69,female,158.0,55.0,22.0,5日/週,180分以上,5,210,1050,45.0,10.0
30-39,female,160.2,64.2,25.0,6日/週,180分以上,6,210,1260,45.0,19.2
40-49,female,167.0,53.5,19.2,1日/週,120〜180分,1,150,150,49.8,3.7
70,female,160.5,63.4,24.6,7日/週,30〜60分,7,45,315,58.1,5.3
70,male,182.7,74.0,22.2,4日/週,120〜180分,4,150,600,62.5,11.5
70,female,175.3,65.1,21.2,運動なし,0分,0,0,0,65.7,-0.6
50-59,male,171.4,63.9,21.8,1日/週,60〜120分,1,90,90,62.5,1.5
30-39,female,156.8,61.4,25.0,運動なし,0分,0,0,0,61.0,0.4
70,male,173.9,73.9,24.5,5日/週,180分以上,5,210,1050,53.0,20.9
50-59,male,168.9,50.9,17.8,2日/週,30分未満,2,15,30,51.1,-0.2
40-49,male,182.1,89.2,26.9,7日/週,60〜120分,7,90,630,77.7,11.5
40-49,female,163.8,39.2,14.6,5日/週,120〜180分,5,150,750,45.0,-5.8
70,female,166.7,60.8,21.9,1日/週,60〜120分,1,90,90,58.5,2.3
30-39,female,171.1,65.9,22.5,5日/週,30分未満,5,15,75,64.3,1.6
30-39,female,161.4,63.8,24.5,3日/週,180分以上,3,210,630,50.5,13.3
30-39,male,170.1,80.2,27.7,5日/週,60〜120分,5,90,450,71.5,8.7
60-69,male,163.4,42.5,15.9,7日/週,180分以上,7,210,1470,45.0,-2.5
40-49,male,175.5,81.5,26.5,5日/週,30〜60分,5,45,225,77.5,4.1
70,male,167.0,78.0,28.0,7日/週,180分以上,7,210,1470,49.5,28.5
30-39,male,175.6,65.3,21.2,1日/週,120〜180分,1,150,150,61.9,3.3
30-39,male,169.9,62.6,21.7,2日/週,30〜60分,2,45,90,60.4,2.3
20-29,female,161.1,60.8,23.4,2日/週,30〜60分,2,45,90,58.2,2.6
40-49,male,175.8,71.6,23.2,6日/週,30分未満,6,15,90,70.0,1.6
70,male,166.7,61.5,22.1,5日/週,180分以上,5,210,1050,45.0,16.5
50-59,female,168.9,79.5,27.9,6日/週,180分以上,6,210,1260,54.5,25.0
70,male,168.7,68.5,24.1,2日/週,30〜60分,2,45,90,66.5,2.0
30-39,female,175.0,61.5,20.1,1日/週,30〜60分,1,45,45,60.6,0.9
20-29,male,173.0,54.0,18.0,4日/週,30〜60分,4,45,180,50.5,3.5
70,female,168.1,62.0,21.9,6日/週,30分未満,6,15,90,60.7,1.3
40-49,male,176.4,56.0,18.0,1日/週,30〜60分,1,45,45,55.9,0.2
40-49,female,163.7,44.3,16.5,4日/週,30〜60分,4,45,180,45.0,-0.7
20-29,female,168.1,56.0,19.8,3日/週,30〜60分,3,45,135,52.9,3.1
40-49,male,166.8,77.0,27.7,1日/週,30〜60分,1,45,45,76.0,1.0
40-49,female,166.9,64.9,23.3,1日/週,120〜180分,1,150,150,61.7,3.2
70,female,169.5,58.9,20.5,運動なし,0分,0,0,0,58.5,0.3
20-29,female,165.5,65.8,24.0,4日/週,30〜60分,4,45,180,61.8,4.0
40-49,male,161.5,76.4,29.3,運動なし,0分,0,0,0,76.5,-0.1
60-69,male,177.8,56.5,17.9,7日/週,30分未満,7,15,105,55.3,1.2
40-49,male,176.3,83.1,26.7,7日/週,30〜60分,7,45,315,76.3,6.8
30-39,male,177.3,65.3,20.8,6日/週,30〜60分,6,45,270,61.5,3.8
70,male,167.2,69.2,24.7,4日/週,180分以上,4,210,840,53.6,15.6
50-59,female,159.5,63.6,25.0,4日/週,60〜120分,4,90,360,56.7,6.9
70,female,180.2,72.1,22.2,3日/週,120〜180分,3,150,450,63.0,9.1
50-59,female,161.0,54.9,21.2,1日/週,30分未満,1,15,15,54.8,0.1
40-49,female,165.8,48.4,17.6,7日/週,30〜60分,7,45,315,45.0,3.4
70,female,164.1,51.6,19.2,運動なし,0分,0,0,0,52.3,-0.7
50-59,male,167.1,64.5,23.1,3日/週,30〜60分,3,45,135,62.7,1.8
70,male,180.5,90.9,27.9,3日/週,120〜180分,3,150,450,81.9,9.0
30-39,male,165.7,62.4,22.7,3日/週,120〜180分,3,150,450,53.1,9.3
